[run number],initial-people,average-coupling-tendency,average-commitment,average-condom-use,average-test-frequency,[step],count turtles,count turtles with [not infected?],count turtles with [known?],count turtles with [infected?] - count turtles with [known?]
23,500,5,0,2,0,538,500,0,500,0
12,500,5,0,1,0,542,500,0,500,0
122,500,5,5,0,0,446,500,0,500,0
123,500,5,5,0,0.2,466,500,0,500,0
133,500,5,5,1,0,508,500,0,500,0
144,500,5,5,2,0,459,500,0,500,0
145,500,5,5,2,0.2,451,500,0,500,0
155,500,5,5,3,0,470,500,0,500,0
156,500,5,5,3,0.2,516,500,0,500,0
166,500,5,5,4,0,459,500,0,500,0
177,500,5,5,5,0,566,500,0,500,0
188,500,5,5,6,0,492,500,0,500,0
189,500,5,5,6,0.2,527,500,0,500,0
199,500,5,5,7,0,580,500,0,500,0
243,500,5,10,0,0,528,500,0,500,0
265,500,5,10,2,0,593,500,0,500,0
276,500,5,10,3,0,584,500,0,500,0
287,500,5,10,4,0,566,500,0,500,0
298,500,5,10,5,0,533,500,0,500,0
309,500,5,10,6,0,574,500,0,500,0
320,500,5,10,7,0,544,500,0,500,0
331,500,5,10,8,0,711,500,0,500,0
364,500,5,15,0,0,581,500,0,500,0
386,500,5,15,2,0,581,500,0,500,0
408,500,5,15,4,0,591,500,0,500,0
419,500,5,15,5,0,605,500,0,500,0
529,500,5,20,4,0,745,500,0,500,0
540,500,5,20,5,0,866,500,0,500,0
1,500,5,0,0,0,1000,500,1,499,0
2,500,5,0,0,0.2,1000,500,1,499,0
45,500,5,0,4,0,1000,500,1,499,0
56,500,5,0,5,0,1000,500,1,499,0
134,500,5,5,1,0.2,1000,500,1,499,0
254,500,5,10,1,0,1000,500,1,499,0
277,500,5,10,3,0.2,1000,500,1,499,0
299,500,5,10,5,0.2,1000,500,1,499,0
375,500,5,15,1,0,1000,500,1,499,0
397,500,5,15,3,0,1000,500,1,499,0
441,500,5,15,7,0,1000,500,1,499,0
452,500,5,15,8,0,1000,500,1,499,0
485,500,5,20,0,0,1000,500,1,499,0
496,500,5,20,1,0,1000,500,1,499,0
551,500,5,20,6,0,1000,500,1,499,0
639,500,5,25,3,0,1000,500,1,499,0
650,500,5,25,4,0,1000,500,1,499,0
34,500,5,0,3,0,1000,500,2,498,0
167,500,5,5,4,0.2,1000,500,2,498,0
178,500,5,5,5,0.2,1000,500,2,498,0
210,500,5,5,8,0,1000,500,2,498,0
255,500,5,10,1,0.2,1000,500,2,498,0
430,500,5,15,6,0,1000,500,2,498,0
518,500,5,20,3,0,1000,500,2,498,0
606,500,5,25,0,0,1000,500,2,498,0
628,500,5,25,2,0,1000,500,2,498,0
694,500,5,25,8,0,1000,500,2,498,0
146,500,5,5,2,0.4,1000,500,3,497,0
310,500,5,10,6,0.2,1000,500,3,497,0
321,500,5,10,7,0.2,1000,500,3,497,0
365,500,5,15,0,0.2,1000,500,3,497,0
507,500,5,20,2,0,1000,500,3,497,0
562,500,5,20,7,0,1000,500,3,497,0
617,500,5,25,1,0,1000,500,3,497,0
661,500,5,25,5,0,1000,500,3,497,0
672,500,5,25,6,0,1000,500,3,497,0
738,500,5,30,1,0,1000,500,3,497,0
124,500,5,5,0,0.4,1000,500,4,496,0
135,500,5,5,1,0.4,1000,500,4,496,0
179,500,5,5,5,0.4,1000,500,4,496,0
244,500,5,10,0,0.2,1000,500,4,496,0
266,500,5,10,2,0.2,1000,500,4,496,0
573,500,5,20,8,0,1000,500,4,496,0
782,500,5,30,5,0,1000,500,4,496,0
24,500,5,0,2,0.2,1000,500,5,495,0
804,500,5,30,7,0,1000,500,5,494,1
35,500,5,0,3,0.2,1000,500,6,494,0
420,500,5,15,5,0.2,1000,500,6,494,0
683,500,5,25,7,0,1000,500,6,494,0
749,500,5,30,2,0,1000,500,6,494,0
67,500,5,0,6,0,1000,500,7,493,0
157,500,5,5,3,0.4,1000,500,7,493,0
288,500,5,10,4,0.2,1000,500,7,493,0
342,500,5,10,9,0,1000,500,7,493,0
442,500,5,15,7,0.2,1000,500,7,493,0
771,500,5,30,4,0,1000,500,7,493,0
793,500,5,30,6,0,1000,500,7,493,0
13,500,5,0,1,0.2,1000,500,8,492,0
200,500,5,5,7,0.2,1000,500,8,492,0
211,500,5,5,8,0.2,1000,500,8,492,0
376,500,5,15,1,0.2,1000,500,8,492,0
727,500,5,30,0,0,1000,500,8,492,0
859,500,5,35,1,0,1000,500,8,491,1
463,500,5,15,9,0,1000,500,9,491,0
584,500,5,20,9,0,1000,500,9,490,1
398,500,5,15,3,0.2,1000,500,10,490,0
46,500,5,0,4,0.2,1000,500,11,489,0
168,500,5,5,4,0.4,1000,500,11,489,0
453,500,5,15,8,0.2,1000,500,11,489,0
815,500,5,30,8,0,1000,500,11,489,0
892,500,5,35,4,0,1000,500,11,489,0
57,500,5,0,5,0.2,1000,500,12,488,0
431,500,5,15,6,0.2,1000,500,12,488,0
760,500,5,30,3,0,1000,500,12,488,0
14,500,5,0,1,0.4,1000,500,13,487,0
190,500,5,5,6,0.4,1000,500,13,487,0
848,500,5,35,0,0,1000,500,13,485,2
136,500,5,5,1,0.6,1000,500,14,486,0
221,500,5,5,9,0,1000,500,14,486,0
387,500,5,15,2,0.2,1000,500,14,486,0
3,500,5,0,0,0.4,1000,500,15,485,0
256,500,5,10,1,0.4,1000,500,15,485,0
914,500,5,35,6,0,1000,500,15,485,0
201,500,5,5,7,0.4,1000,500,16,484,0
486,500,5,20,0,0.2,1000,500,16,484,0
826,500,5,30,9,0,1000,500,16,484,0
925,500,5,35,7,0,1000,500,16,483,1
78,500,5,0,7,0,1000,500,18,482,0
332,500,5,10,8,0.2,1000,500,18,482,0
870,500,5,35,2,0,1000,500,18,482,0
1024,500,5,40,5,0,1000,500,18,480,2
180,500,5,5,5,0.6,1000,500,19,481,0
278,500,5,10,3,0.4,1000,500,19,481,0
508,500,5,20,2,0.2,1000,500,19,481,0
705,500,5,25,9,0,1000,500,19,481,0
881,500,5,35,3,0,1000,500,19,479,2
1013,500,5,40,4,0,1000,500,19,476,5
903,500,5,35,5,0,1000,500,20,480,0
936,500,5,35,8,0,1000,500,20,480,0
969,500,5,40,0,0,1000,500,20,478,2
311,500,5,10,6,0.4,1000,500,21,479,0
322,500,5,10,7,0.4,1000,500,21,479,0
333,500,5,10,8,0.4,1000,500,21,479,0
519,500,5,20,3,0.2,1000,500,21,479,0
25,500,5,0,2,0.4,1000,500,22,478,0
300,500,5,10,5,0.4,1000,500,22,478,0
409,500,5,15,4,0.2,1000,500,22,478,0
125,500,5,5,0,0.6,1000,500,23,477,0
36,500,5,0,3,0.4,1000,500,24,476,0
47,500,5,0,4,0.4,1000,500,25,475,0
68,500,5,0,6,0.2,1000,500,25,475,0
169,500,5,5,4,0.6,1000,500,25,475,0
191,500,5,5,6,0.6,1000,500,25,475,0
991,500,5,40,2,0,1000,500,25,473,2
289,500,5,10,4,0.4,1000,500,26,474,0
541,500,5,20,5,0.2,1000,500,26,474,0
147,500,5,5,2,0.6,1000,500,27,473,0
158,500,5,5,3,0.6,1000,500,27,473,0
497,500,5,20,1,0.2,1000,500,27,473,0
1035,500,5,40,6,0,1000,500,27,472,1
1046,500,5,40,7,0,1000,500,27,473,0
399,500,5,15,3,0.4,1000,500,28,472,0
947,500,5,35,9,0,1000,500,28,471,1
1057,500,5,40,8,0,1000,500,28,468,4
245,500,5,10,0,0.4,1000,500,29,471,0
563,500,5,20,7,0.2,1000,500,30,470,0
574,500,5,20,8,0.2,1000,500,30,470,0
421,500,5,15,5,0.4,1000,500,31,469,0
530,500,5,20,4,0.2,1000,500,31,469,0
267,500,5,10,2,0.4,1000,500,32,468,0
377,500,5,15,1,0.4,1000,500,33,467,0
640,500,5,25,3,0.2,1000,500,34,466,0
1090,500,5,45,0,0,1000,500,34,455,11
4,500,5,0,0,0.6,1000,500,36,464,0
343,500,5,10,9,0.2,1000,500,36,464,0
552,500,5,20,6,0.2,1000,500,36,464,0
607,500,5,25,0,0.2,1000,500,36,464,0
980,500,5,40,1,0,1000,500,36,455,9
1123,500,5,45,3,0,1000,500,36,457,7
1112,500,5,45,2,0,1000,500,37,458,5
443,500,5,15,7,0.4,1000,500,38,462,0
618,500,5,25,1,0.2,1000,500,38,461,1
212,500,5,5,8,0.4,1000,500,39,461,0
673,500,5,25,6,0.2,1000,500,39,460,1
301,500,5,10,5,0.6,1000,500,40,460,0
464,500,5,15,9,0.2,1000,500,40,459,1
1101,500,5,45,1,0,1000,500,40,445,15
1145,500,5,45,5,0,1000,500,40,438,22
629,500,5,25,2,0.2,1000,500,41,459,0
651,500,5,25,4,0.2,1000,500,43,457,0
794,500,5,30,6,0.2,1000,500,43,456,1
1002,500,5,40,3,0,1000,500,43,452,5
15,500,5,0,1,0.6,1000,500,44,456,0
695,500,5,25,8,0.2,1000,500,44,456,0
388,500,5,15,2,0.4,1000,500,45,455,0
585,500,5,20,9,0.2,1000,500,45,454,1
26,500,5,0,2,0.6,1000,500,46,454,0
1222,500,5,50,1,0,1000,500,47,433,20
1068,500,5,40,9,0,1000,500,48,445,7
1167,500,5,45,7,0,1000,500,48,446,6
290,500,5,10,4,0.6,1000,500,49,451,0
1134,500,5,45,4,0,1000,500,49,447,4
1288,500,5,50,7,0,1000,500,49,442,9
410,500,5,15,4,0.4,1000,500,50,449,1
662,500,5,25,5,0.2,1000,500,50,450,0
79,500,5,0,7,0.2,1000,500,51,448,1
126,500,5,5,0,0.8,1000,500,51,449,0
684,500,5,25,7,0.2,1000,500,51,447,2
1156,500,5,45,6,0,1000,500,51,425,24
366,500,5,15,0,0.4,1000,500,52,448,0
432,500,5,15,6,0.4,1000,500,52,448,0
1255,500,5,50,4,0,1000,500,52,437,11
89,500,5,0,8,0,1000,500,53,443,4
739,500,5,30,1,0.2,1000,500,53,447,0
58,500,5,0,5,0.4,1000,500,54,446,0
137,500,5,5,1,0.8,1000,500,54,446,0
170,500,5,5,4,0.8,1000,500,54,446,0
1178,500,5,45,8,0,1000,500,54,432,14
202,500,5,5,7,0.6,1000,500,57,443,0
148,500,5,5,2,0.8,1000,500,59,441,0
805,500,5,30,7,0.2,1000,500,59,440,1
1277,500,5,50,6,0,1000,500,59,422,19
257,500,5,10,1,0.6,1000,500,60,440,0
1299,500,5,50,8,0,1000,500,60,424,16
1211,500,5,50,0,0,1000,500,61,425,14
1266,500,5,50,5,0,1000,500,61,428,11
323,500,5,10,7,0.6,1000,500,62,438,0
1189,500,5,45,9,0,1000,500,62,420,18
213,500,5,5,8,0.6,1000,500,63,437,0
1244,500,5,50,3,0,1000,500,63,417,20
222,500,5,5,9,0.2,1000,500,65,435,0
69,500,5,0,6,0.4,1000,500,68,432,0
192,500,5,5,6,0.8,1000,500,68,432,0
1233,500,5,50,2,0,1000,500,68,417,15
37,500,5,0,3,0.6,1000,500,70,430,0
454,500,5,15,8,0.4,1000,500,70,430,0
750,500,5,30,2,0.2,1000,500,70,428,2
48,500,5,0,4,0.6,1000,500,71,429,0
706,500,5,25,9,0.2,1000,500,71,426,3
246,500,5,10,0,0.6,1000,500,72,428,0
159,500,5,5,3,0.8,1000,500,75,425,0
279,500,5,10,3,0.6,1000,500,76,424,0
1420,500,5,55,8,0,1000,500,77,407,16
181,500,5,5,5,0.8,1000,500,79,421,0
761,500,5,30,3,0.2,1000,500,79,410,11
1332,500,5,55,0,0,1000,500,80,395,25
1365,500,5,55,3,0,1000,500,80,392,28
728,500,5,30,0,0.2,1000,500,81,418,1
1310,500,5,50,9,0,1000,500,82,390,28
312,500,5,10,6,0.6,1000,500,83,417,0
1376,500,5,55,4,0,1000,500,83,381,36
772,500,5,30,4,0.2,1000,500,84,416,0
433,500,5,15,6,0.6,1000,500,87,413,0
509,500,5,20,2,0.4,1000,500,87,413,0
1387,500,5,55,5,0,1000,500,88,368,44
783,500,5,30,5,0.2,1000,500,89,397,14
531,500,5,20,4,0.4,1000,500,90,409,1
871,500,5,35,2,0.2,1000,500,90,390,20
564,500,5,20,7,0.4,1000,500,91,408,1
5,500,5,0,0,0.8,1000,500,92,408,0
937,500,5,35,8,0.2,1000,500,92,400,8
1497,500,5,60,4,0,1000,500,92,360,48
553,500,5,20,6,0.4,1000,500,93,407,0
268,500,5,10,2,0.6,1000,500,94,406,0
1343,500,5,55,1,0,1000,500,94,385,21
1354,500,5,55,2,0,1000,500,94,367,39
1409,500,5,55,7,0,1000,500,94,334,72
127,500,5,5,0,1,1000,500,95,405,0
334,500,5,10,8,0.6,1000,500,95,404,1
915,500,5,35,6,0.2,1000,500,95,384,21
1398,500,5,55,6,0,1000,500,95,373,32
816,500,5,30,8,0.2,1000,500,96,392,12
280,500,5,10,3,0.8,1000,500,97,403,0
520,500,5,20,3,0.4,1000,500,97,400,3
16,500,5,0,1,0.8,1000,500,98,402,0
149,500,5,5,2,1,1000,500,98,402,0
1519,500,5,60,6,0,1000,500,98,367,35
411,500,5,15,4,0.6,1000,500,103,397,0
344,500,5,10,9,0.4,1000,500,104,396,0
893,500,5,35,4,0.2,1000,500,104,385,11
302,500,5,10,5,0.8,1000,500,106,394,0
1508,500,5,60,5,0,1000,500,106,330,64
542,500,5,20,5,0.4,1000,500,107,393,0
1431,500,5,55,9,0,1000,500,107,375,18
193,500,5,5,6,1,1000,500,108,392,0
487,500,5,20,0,0.4,1000,500,108,392,0
203,500,5,5,7,0.8,1000,500,109,391,0
575,500,5,20,8,0.4,1000,500,109,389,2
1486,500,5,60,3,0,1000,500,109,353,38
59,500,5,0,5,0.6,1000,500,111,389,0
400,500,5,15,3,0.6,1000,500,112,388,0
422,500,5,15,5,0.6,1000,500,112,388,0
27,500,5,0,2,0.8,1000,500,113,387,0
827,500,5,30,9,0.2,1000,500,115,353,32
80,500,5,0,7,0.4,1000,500,117,382,1
444,500,5,15,7,0.6,1000,500,117,383,0
465,500,5,15,9,0.4,1000,500,119,381,0
474,500,5,15,10,0,1000,500,119,364,17
1464,500,5,60,1,0,1000,500,119,346,35
498,500,5,20,1,0.4,1000,500,122,377,1
981,500,5,40,1,0.2,1000,500,123,364,13
378,500,5,15,1,0.6,1000,500,125,375,0
926,500,5,35,7,0.2,1000,500,125,362,13
1541,500,5,60,8,0,1000,500,125,326,49
586,500,5,20,9,0.4,1000,500,127,360,13
138,500,5,5,1,1,1000,500,128,372,0
860,500,5,35,1,0.2,1000,500,129,357,14
353,500,5,10,10,0,1000,500,130,348,22
1475,500,5,60,2,0,1000,500,130,337,33
269,500,5,10,2,0.8,1000,500,131,369,0
171,500,5,5,4,1,1000,500,132,368,0
595,500,5,20,10,0,1000,500,132,354,14
70,500,5,0,6,0.6,1000,500,133,362,5
904,500,5,35,5,0.2,1000,500,133,352,15
970,500,5,40,0,0.2,1000,500,133,342,25
543,500,5,20,5,0.6,1000,500,135,364,1
849,500,5,35,0,0.2,1000,500,135,344,21
258,500,5,10,1,0.8,1000,500,136,364,0
49,500,5,0,4,0.8,1000,500,137,363,0
1651,500,5,65,7,0,1000,500,137,331,32
223,500,5,5,9,0.4,1000,500,139,361,0
1453,500,5,60,0,0,1000,500,141,309,50
38,500,5,0,3,0.8,1000,500,142,358,0
182,500,5,5,5,1,1000,500,142,358,0
313,500,5,10,6,0.8,1000,500,142,358,0
1574,500,5,65,0,0,1000,500,142,296,62
150,500,5,5,2,1.2,1000,500,143,357,0
247,500,5,10,0,0.8,1000,500,143,357,0
90,500,5,0,8,0.2,1000,500,144,348,8
674,500,5,25,6,0.4,1000,500,144,347,9
161,500,5,5,3,1.2,1000,500,146,354,0
232,500,5,5,10,0,1000,500,146,351,3
882,500,5,35,3,0.2,1000,500,147,340,13
1530,500,5,60,7,0,1000,500,149,313,38
1607,500,5,65,3,0,1000,500,149,311,40
1102,500,5,45,1,0.2,1000,500,151,339,10
1629,500,5,65,5,0,1000,500,152,303,45
1750,500,5,70,5,0,1000,500,152,295,53
160,500,5,5,3,1,1000,500,153,347,0
641,500,5,25,3,0.4,1000,500,153,339,8
291,500,5,10,4,0.8,1000,500,154,346,0
652,500,5,25,4,0.4,1000,500,154,335,11
663,500,5,25,5,0.4,1000,500,154,338,8
685,500,5,25,7,0.4,1000,500,154,339,7
6,500,5,0,0,1,1000,500,155,345,0
619,500,5,25,1,0.4,1000,500,155,340,5
716,500,5,25,10,0,1000,500,156,317,27
1036,500,5,40,6,0.2,1000,500,156,332,12
455,500,5,15,8,0.6,1000,500,157,342,1
1146,500,5,45,5,0.2,1000,500,158,332,10
139,500,5,5,1,1.2,1000,500,160,340,0
1552,500,5,60,9,0,1000,500,161,280,59
510,500,5,20,2,0.6,1000,500,163,335,2
1025,500,5,40,5,0.2,1000,500,163,323,14
1058,500,5,40,8,0.2,1000,500,164,328,8
992,500,5,40,2,0.2,1000,500,165,306,29
367,500,5,15,0,0.6,1000,500,166,334,0
214,500,5,5,8,0.8,1000,500,167,333,0
630,500,5,25,2,0.4,1000,500,167,332,1
1662,500,5,65,8,0,1000,500,168,280,52
194,500,5,5,6,1.2,1000,500,169,331,0
948,500,5,35,9,0.2,1000,500,170,310,20
151,500,5,5,2,1.4,1000,500,171,329,0
1069,500,5,40,9,0.2,1000,500,171,302,27
1091,500,5,45,0,0.2,1000,500,171,294,35
1113,500,5,45,2,0.2,1000,500,172,292,36
1618,500,5,65,4,0,1000,500,175,264,61
389,500,5,15,2,0.6,1000,500,176,322,2
751,500,5,30,2,0.4,1000,500,176,316,8
1003,500,5,40,3,0.2,1000,500,176,298,26
60,500,5,0,5,0.8,1000,500,178,322,0
17,500,5,0,1,1,1000,500,179,321,0
401,500,5,15,3,0.8,1000,500,180,320,0
1596,500,5,65,2,0,1000,500,181,256,63
100,500,5,0,9,0,1000,500,184,283,33
740,500,5,30,1,0.4,1000,500,185,313,2
128,500,5,5,0,1.2,1000,500,186,314,0
499,500,5,20,1,0.6,1000,500,186,311,3
795,500,5,30,6,0.4,1000,500,186,306,8
204,500,5,5,7,1,1000,500,187,313,0
729,500,5,30,0,0.4,1000,500,187,308,5
1882,500,5,75,6,0,1000,500,187,249,64
1706,500,5,70,1,0,1000,500,191,253,56
183,500,5,5,5,1.2,1000,500,192,308,0
423,500,5,15,5,0.8,1000,500,193,307,0
335,500,5,10,8,0.8,1000,500,194,306,0
1014,500,5,40,4,0.2,1000,500,194,263,43
1585,500,5,65,1,0,1000,500,195,260,45
554,500,5,20,6,0.6,1000,500,197,303,0
28,500,5,0,2,1,1000,500,198,302,0
696,500,5,25,8,0.4,1000,500,198,296,6
1157,500,5,45,6,0.2,1000,500,198,274,28
1179,500,5,45,8,0.2,1000,500,198,265,37
1739,500,5,70,4,0,1000,500,199,274,27
488,500,5,20,0,0.6,1000,500,200,286,14
1640,500,5,65,6,0,1000,500,200,231,69
324,500,5,10,7,0.8,1000,500,201,297,2
837,500,5,30,10,0,1000,500,201,271,28
445,500,5,15,7,0.8,1000,500,203,288,9
784,500,5,30,5,0.4,1000,500,203,289,8
345,500,5,10,9,0.6,1000,500,205,292,3
1047,500,5,40,7,0.2,1000,500,206,266,28
1200,500,5,45,10,0,1000,500,206,224,70
521,500,5,20,3,0.6,1000,500,208,288,4
412,500,5,15,4,0.8,1000,500,209,291,0
1168,500,5,45,7,0.2,1000,500,209,275,16
565,500,5,20,7,0.6,1000,500,210,289,1
1761,500,5,70,6,0,1000,500,210,253,37
1772,500,5,70,7,0,1000,500,210,244,46
81,500,5,0,7,0.6,1000,500,211,289,0
1695,500,5,70,0,0,1000,500,211,227,62
1794,500,5,70,9,0,1000,500,212,213,75
1728,500,5,70,3,0,1000,500,213,230,57
1838,500,5,75,2,0,1000,500,213,223,64
1190,500,5,45,9,0.2,1000,500,216,261,23
1289,500,5,50,7,0.2,1000,500,216,273,11
762,500,5,30,3,0.4,1000,500,219,264,17
1717,500,5,70,2,0,1000,500,221,225,54
958,500,5,35,10,0,1000,500,222,239,39
173,500,5,5,4,1.4,1000,500,225,275,0
1124,500,5,45,3,0.2,1000,500,225,243,32
608,500,5,25,0,0.4,1000,500,226,258,16
576,500,5,20,8,0.6,1000,500,229,270,1
140,500,5,5,1,1.4,1000,500,230,269,1
368,500,5,15,0,0.8,1000,500,231,269,0
39,500,5,0,3,1,1000,500,232,268,0
18,500,5,0,1,1.2,1000,500,234,260,6
1893,500,5,75,7,0,1000,500,234,216,50
259,500,5,10,1,1,1000,500,236,262,2
215,500,5,5,8,1,1000,500,237,260,3
1234,500,5,50,2,0.2,1000,500,238,247,15
1673,500,5,65,9,0,1000,500,238,202,60
456,500,5,15,8,0.8,1000,500,239,254,7
1212,500,5,50,0,0.2,1000,500,240,241,19
1783,500,5,70,8,0,1000,500,240,214,46
172,500,5,5,4,1.2,1000,500,241,259,0
354,500,5,10,10,0.2,1000,500,244,254,2
1860,500,5,75,4,0,1000,500,244,214,42
707,500,5,25,9,0.4,1000,500,245,246,9
642,500,5,25,3,0.6,1000,500,246,249,5
162,500,5,5,3,1.4,1000,500,247,253,0
1937,500,5,80,0,0,1000,500,247,193,60
40,500,5,0,3,1.2,1000,500,248,252,0
1079,500,5,40,10,0,1000,500,249,212,39
50,500,5,0,4,1,1000,500,252,248,0
1816,500,5,75,0,0,1000,500,252,187,61
1827,500,5,75,1,0,1000,500,252,193,55
817,500,5,30,8,0.4,1000,500,253,228,19
861,500,5,35,1,0.4,1000,500,253,227,20
1871,500,5,75,5,0,1000,500,253,205,42
475,500,5,15,10,0.2,1000,500,254,219,27
2146,500,5,85,8,0,1000,500,254,193,53
7,500,5,0,0,1.2,1000,500,256,244,0
314,500,5,10,6,1,1000,500,257,243,0
390,500,5,15,2,0.8,1000,500,257,243,0
2003,500,5,80,6,0,1000,500,257,196,47
248,500,5,10,0,1,1000,500,258,238,4
532,500,5,20,4,0.6,1000,500,258,216,26
916,500,5,35,6,0.4,1000,500,260,230,10
1321,500,5,50,10,0,1000,500,260,191,49
1915,500,5,75,9,0,1000,500,261,193,46
631,500,5,25,2,0.6,1000,500,262,231,7
292,500,5,10,4,1,1000,500,265,233,2
434,500,5,15,6,0.8,1000,500,265,235,0
927,500,5,35,7,0.4,1000,500,265,222,13
402,500,5,15,3,1,1000,500,266,233,1
1849,500,5,75,3,0,1000,500,266,180,54
29,500,5,0,2,1.2,1000,500,268,232,0
195,500,5,5,6,1.4,1000,500,268,232,0
62,500,5,0,5,1.2,1000,500,269,231,0
224,500,5,5,9,0.6,1000,500,269,229,2
379,500,5,15,1,0.8,1000,500,269,228,3
1135,500,5,45,4,0.2,1000,500,270,196,34
1970,500,5,80,3,0,1000,500,272,187,41
281,500,5,10,3,1,1000,500,273,227,0
828,500,5,30,9,0.4,1000,500,273,218,9
19,500,5,0,1,1.4,1000,500,275,225,0
1223,500,5,50,1,0.2,1000,500,275,202,23
270,500,5,10,2,1,1000,500,277,223,0
620,500,5,25,1,0.6,1000,500,279,214,7
184,500,5,5,5,1.4,1000,500,280,220,0
566,500,5,20,7,0.8,1000,500,280,220,0
61,500,5,0,5,1,1000,500,281,219,0
271,500,5,10,2,1.2,1000,500,281,213,6
1377,500,5,55,4,0.2,1000,500,281,201,18
596,500,5,20,10,0.2,1000,500,282,195,23
1992,500,5,80,5,0,1000,500,283,177,40
2113,500,5,85,5,0,1000,500,283,153,64
8,500,5,0,0,1.4,1000,500,284,216,0
303,500,5,10,5,1,1000,500,284,216,0
2080,500,5,85,2,0,1000,500,284,177,39
938,500,5,35,8,0.4,1000,500,286,199,15
2102,500,5,85,4,0,1000,500,287,177,36
336,500,5,10,8,1,1000,500,288,212,0
466,500,5,15,9,0.6,1000,500,288,206,6
675,500,5,25,6,0.6,1000,500,288,212,0
522,500,5,20,3,0.8,1000,500,290,204,6
1388,500,5,55,5,0.2,1000,500,290,195,15
1300,500,5,50,8,0.2,1000,500,291,194,15
2025,500,5,80,8,0,1000,500,291,165,44
206,500,5,5,7,1.4,1000,500,292,208,0
1981,500,5,80,4,0,1000,500,292,164,44
697,500,5,25,8,0.6,1000,500,293,202,5
1421,500,5,55,8,0.2,1000,500,295,184,21
1904,500,5,75,8,0,1000,500,295,155,50
1333,500,5,55,0,0.2,1000,500,296,186,18
1520,500,5,60,6,0.2,1000,500,296,178,26
2058,500,5,85,0,0,1000,500,297,171,32
260,500,5,10,1,1.2,1000,500,300,200,0
872,500,5,35,2,0.4,1000,500,301,191,8
1948,500,5,80,1,0,1000,500,301,162,37
1256,500,5,50,4,0.2,1000,500,302,183,15
609,500,5,25,0,0.6,1000,500,305,189,6
2091,500,5,85,3,0,1000,500,306,158,36
1959,500,5,80,2,0,1000,500,307,149,44
2014,500,5,80,7,0,1000,500,307,143,50
71,500,5,0,6,0.8,1000,500,309,182,9
993,500,5,40,2,0.4,1000,500,309,182,9
1684,500,5,65,10,0,1000,500,309,171,20
653,500,5,25,4,0.6,1000,500,310,188,2
905,500,5,35,5,0.4,1000,500,310,186,4
1399,500,5,55,6,0.2,1000,500,313,178,9
1476,500,5,60,2,0.2,1000,500,313,166,21
225,500,5,5,9,0.8,1000,500,314,186,0
577,500,5,20,8,0.8,1000,500,315,185,0
1344,500,5,55,1,0.2,1000,500,315,178,7
325,500,5,10,7,1,1000,500,316,181,3
163,500,5,5,3,1.6,1000,500,317,183,0
1652,500,5,65,7,0.2,1000,500,318,169,13
717,500,5,25,10,0.2,1000,500,320,151,29
2036,500,5,80,9,0,1000,500,322,146,32
249,500,5,10,0,1.2,1000,500,324,176,0
806,500,5,30,7,0.4,1000,500,325,169,6
1465,500,5,60,1,0.2,1000,500,325,162,13
1267,500,5,50,5,0.2,1000,500,327,167,6
2179,500,5,90,0,0,1000,500,327,147,26
233,500,5,5,10,0.2,1000,500,328,165,7
838,500,5,30,10,0.2,1000,500,328,158,14
2212,500,5,90,3,0,1000,500,329,134,37
2278,500,5,90,9,0,1000,500,329,135,36
686,500,5,25,7,0.6,1000,500,330,157,13
850,500,5,35,0,0.4,1000,500,330,160,10
1542,500,5,60,8,0.2,1000,500,330,158,12
883,500,5,35,3,0.4,1000,500,332,163,5
1432,500,5,55,9,0.2,1000,500,332,150,18
2267,500,5,90,8,0,1000,500,334,137,29
72,500,5,0,6,1,1000,500,336,164,0
773,500,5,30,4,0.4,1000,500,336,151,13
2223,500,5,90,4,0,1000,500,336,125,39
130,500,5,5,0,1.6,1000,500,337,163,0
730,500,5,30,0,0.6,1000,500,337,163,0
1278,500,5,50,6,0.2,1000,500,337,142,21
2069,500,5,85,1,0,1000,500,337,133,30
708,500,5,25,9,0.6,1000,500,339,160,1
1630,500,5,65,5,0.2,1000,500,340,149,11
129,500,5,5,0,1.4,1000,500,342,158,0
1586,500,5,65,1,0.2,1000,500,342,142,16
741,500,5,30,1,0.6,1000,500,343,156,1
304,500,5,10,5,1.2,1000,500,346,154,0
587,500,5,20,9,0.6,1000,500,346,154,0
2124,500,5,85,6,0,1000,500,346,127,27
763,500,5,30,3,0.6,1000,500,348,150,2
664,500,5,25,5,0.6,1000,500,349,143,8
1366,500,5,55,3,0.2,1000,500,350,136,14
435,500,5,15,6,1,1000,500,351,149,0
1498,500,5,60,4,0.2,1000,500,352,138,10
1641,500,5,65,6,0.2,1000,500,353,126,21
894,500,5,35,4,0.4,1000,500,354,142,4
1553,500,5,60,9,0.2,1000,500,354,137,9
2256,500,5,90,7,0,1000,500,354,117,29
293,500,5,10,4,1.2,1000,500,355,145,0
131,500,5,5,0,1.8,1000,500,358,142,0
413,500,5,15,4,1,1000,500,358,139,3
655,500,5,25,4,1,1000,500,360,140,0
1245,500,5,50,3,0.2,1000,500,360,103,37
2201,500,5,90,2,0,1000,500,360,118,22
141,500,5,5,1,1.6,1000,500,361,139,0
282,500,5,10,3,1.2,1000,500,361,139,0
949,500,5,35,9,0.4,1000,500,361,139,0
10,500,5,0,0,1.8,1000,500,362,138,0
2366,500,5,95,6,0,1000,500,362,112,26
