[run number],initial-people,average-coupling-tendency,average-commitment,average-condom-use,average-test-frequency,[step],count turtles,count turtles with [not infected?],count turtles with [known?],count turtles with [infected?] - count turtles with [known?]
3709,500,5,150,7,0.2,1000,500,464,36,0
3764,500,5,155,1,0.2,1000,500,464,35,1
3994,500,5,165,0,0,1000,500,464,36,0
4280,500,5,175,4,0,1000,500,464,35,1
4423,500,5,180,6,0,1000,500,464,36,0
4687,500,5,190,8,0,1000,500,464,36,0
4819,500,5,195,9,0,1000,500,464,35,1
22,500,5,0,1,2,1000,500,465,35,0
75,500,5,0,6,1.6,1000,500,465,35,0
533,500,5,20,4,0.8,1000,500,465,35,0
657,500,5,25,4,1.4,1000,500,465,35,0
700,500,5,25,8,1.2,1000,500,465,35,0
1094,500,5,45,0,0.8,1000,500,465,35,0
1149,500,5,45,5,0.8,1000,500,465,35,0
1148,500,5,45,5,0.6,1000,500,465,35,0
1215,500,5,50,0,0.8,1000,500,465,35,0
1400,500,5,55,6,0.4,1000,500,465,35,0
1422,500,5,55,8,0.4,1000,500,465,35,0
1489,500,5,60,3,0.6,1000,500,465,35,0
1665,500,5,65,8,0.6,1000,500,465,35,0
1697,500,5,70,0,0.4,1000,500,465,35,0
1851,500,5,75,3,0.4,1000,500,465,35,0
2105,500,5,85,4,0.6,1000,500,465,35,0
2301,500,5,95,0,0.2,1000,500,465,35,0
2884,500,5,115,9,0.2,1000,500,465,35,0
3038,500,5,125,1,0.2,1000,500,465,35,0
3093,500,5,125,6,0.2,1000,500,465,35,0
3302,500,5,135,3,0.2,1000,500,465,35,0
3324,500,5,135,5,0.2,1000,500,465,35,0
3401,500,5,140,1,0.2,1000,500,465,35,0
3456,500,5,140,6,0.2,1000,500,465,35,0
3632,500,5,150,0,0.2,1000,500,465,35,0
3818,500,5,155,6,0,1000,500,465,33,2
4039,500,5,165,4,0.2,1000,500,465,35,0
4137,500,5,170,2,0,1000,500,465,33,2
4236,500,5,175,0,0,1000,500,465,35,0
4577,500,5,185,9,0,1000,500,465,35,0
4665,500,5,190,6,0,1000,500,465,35,0
4764,500,5,195,4,0,1000,500,465,35,0
4896,500,5,200,5,0,1000,500,465,35,0
85,500,5,0,7,1.4,1000,500,466,34,0
492,500,5,20,0,1.4,1000,500,466,34,0
493,500,5,20,0,1.6,1000,500,466,34,0
505,500,5,20,1,1.8,1000,500,466,34,0
535,500,5,20,4,1.2,1000,500,466,34,0
536,500,5,20,4,1.4,1000,500,466,34,0
668,500,5,25,5,1.4,1000,500,466,34,0
689,500,5,25,7,1.2,1000,500,466,34,0
701,500,5,25,8,1.4,1000,500,466,34,0
754,500,5,30,2,1,1000,500,466,34,0
755,500,5,30,2,1.2,1000,500,466,34,0
764,500,5,30,3,0.8,1000,500,466,34,0
854,500,5,35,0,1.2,1000,500,466,34,0
942,500,5,35,8,1.2,1000,500,466,34,0
1313,500,5,50,9,0.6,1000,500,466,34,0
1457,500,5,60,0,0.8,1000,500,466,34,0
1742,500,5,70,4,0.6,1000,500,466,34,0
1796,500,5,70,9,0.4,1000,500,466,34,0
1818,500,5,75,0,0.4,1000,500,466,34,0
2104,500,5,85,4,0.4,1000,500,466,34,0
2313,500,5,95,1,0.4,1000,500,466,34,0
2357,500,5,95,5,0.4,1000,500,466,34,0
2391,500,5,95,8,0.6,1000,500,466,34,0
2531,500,5,100,10,0,1000,500,466,33,1
2566,500,5,105,2,0.4,1000,500,466,34,0
3225,500,5,130,7,0.2,1000,500,466,34,0
3577,500,5,145,6,0.2,1000,500,466,34,0
3862,500,5,155,10,0,1000,500,466,33,1
4258,500,5,175,2,0,1000,500,466,33,1
4302,500,5,175,6,0,1000,500,466,34,0
4412,500,5,180,5,0,1000,500,466,34,0
4434,500,5,180,7,0,1000,500,466,34,0
51,500,5,0,4,1.2,1000,500,467,33,0
252,500,5,10,0,1.8,1000,500,467,33,0
372,500,5,15,0,1.6,1000,500,467,33,0
436,500,5,15,6,1.2,1000,500,467,33,0
546,500,5,20,5,1.2,1000,500,467,33,0
682,500,5,25,6,2,1000,500,467,33,0
745,500,5,30,1,1.4,1000,500,467,33,0
767,500,5,30,3,1.4,1000,500,467,33,0
809,500,5,30,7,1,1000,500,467,33,0
886,500,5,35,3,1,1000,500,467,33,0
1005,500,5,40,3,0.6,1000,500,467,33,0
1193,500,5,45,9,0.8,1000,500,467,33,0
1323,500,5,50,10,0.4,1000,500,467,33,0
1360,500,5,55,2,1.2,1000,500,467,33,0
1381,500,5,55,4,1,1000,500,467,33,0
1578,500,5,65,0,0.8,1000,500,467,33,0
1588,500,5,65,1,0.6,1000,500,467,33,0
1633,500,5,65,5,0.8,1000,500,467,33,0
1764,500,5,70,6,0.6,1000,500,467,33,0
1874,500,5,75,5,0.6,1000,500,467,33,0
1919,500,5,75,9,0.8,1000,500,467,33,0
1972,500,5,80,3,0.4,1000,500,467,33,0
2028,500,5,80,8,0.6,1000,500,467,33,0
2073,500,5,85,1,0.8,1000,500,467,33,0
2081,500,5,85,2,0.2,1000,500,467,33,0
2094,500,5,85,3,0.6,1000,500,467,33,0
2279,500,5,90,9,0.2,1000,500,467,33,0
2488,500,5,100,6,0.2,1000,500,467,33,0
2587,500,5,105,4,0.2,1000,500,467,33,0
2698,500,5,110,3,0.4,1000,500,467,33,0
2829,500,5,115,4,0.2,1000,500,467,33,0
2862,500,5,115,7,0.2,1000,500,467,33,0
2950,500,5,120,4,0.2,1000,500,467,33,0
2994,500,5,120,8,0.2,1000,500,467,33,0
3257,500,5,130,10,0,1000,500,467,33,0
3346,500,5,135,7,0.2,1000,500,467,33,0
3445,500,5,140,5,0.2,1000,500,467,33,0
3566,500,5,145,5,0.2,1000,500,467,33,0
3687,500,5,150,5,0.2,1000,500,467,33,0
3874,500,5,160,0,0.2,1000,500,467,33,0
3885,500,5,160,1,0.2,1000,500,467,33,0
4149,500,5,170,3,0.2,1000,500,467,33,0
4248,500,5,175,1,0.2,1000,500,467,33,0
4358,500,5,180,0,0.2,1000,500,467,33,0
4380,500,5,180,2,0.2,1000,500,467,33,0
4599,500,5,190,0,0,1000,500,467,33,0
4632,500,5,190,3,0,1000,500,467,30,3
4720,500,5,195,0,0,1000,500,467,33,0
4753,500,5,195,3,0,1000,500,467,33,0
4786,500,5,195,6,0,1000,500,467,32,1
4907,500,5,200,6,0,1000,500,467,33,0
4929,500,5,200,8,0,1000,500,467,33,0
44,500,5,0,3,2,1000,500,468,32,0
358,500,5,10,10,1,1000,500,468,32,0
450,500,5,15,7,1.8,1000,500,468,32,0
459,500,5,15,8,1.4,1000,500,468,32,0
470,500,5,15,9,1.4,1000,500,468,32,0
469,500,5,15,9,1.2,1000,500,468,32,0
598,500,5,20,10,0.6,1000,500,468,32,0
614,500,5,25,0,1.6,1000,500,468,32,0
615,500,5,25,0,1.8,1000,500,468,32,0
678,500,5,25,6,1.2,1000,500,468,32,0
719,500,5,25,10,0.6,1000,500,468,32,0
820,500,5,30,8,1,1000,500,468,32,0
887,500,5,35,3,1.2,1000,500,468,32,0
1006,500,5,40,3,0.8,1000,500,468,32,0
1007,500,5,40,3,1,1000,500,468,32,0
1104,500,5,45,1,0.6,1000,500,468,32,0
1202,500,5,45,10,0.4,1000,500,468,32,0
1214,500,5,50,0,0.6,1000,500,468,32,0
1236,500,5,50,2,0.6,1000,500,468,32,0
1290,500,5,50,7,0.4,1000,500,468,32,0
1356,500,5,55,2,0.4,1000,500,468,32,0
1436,500,5,55,9,1,1000,500,468,32,0
1513,500,5,60,5,1,1000,500,468,32,0
1545,500,5,60,8,0.8,1000,500,468,32,0
1620,500,5,65,4,0.4,1000,500,468,32,0
1664,500,5,65,8,0.4,1000,500,468,32,0
1709,500,5,70,1,0.6,1000,500,468,32,0
1786,500,5,70,8,0.6,1000,500,468,32,0
2126,500,5,85,6,0.4,1000,500,468,32,0
2500,500,5,100,7,0.4,1000,500,468,32,0
2510,500,5,100,8,0.2,1000,500,468,32,0
2709,500,5,110,4,0.4,1000,500,468,32,0
2852,500,5,115,6,0.4,1000,500,468,32,0
2917,500,5,120,1,0.2,1000,500,468,32,0
3072,500,5,125,4,0.4,1000,500,468,32,0
3149,500,5,130,0,0.4,1000,500,468,32,0
3170,500,5,130,2,0.2,1000,500,468,32,0
3192,500,5,130,4,0.2,1000,500,468,32,0
3291,500,5,135,2,0.2,1000,500,468,32,0
3325,500,5,135,5,0.4,1000,500,468,32,0
3357,500,5,135,8,0.2,1000,500,468,32,0
3478,500,5,140,8,0.2,1000,500,468,32,0
3654,500,5,150,2,0.2,1000,500,468,32,0
3775,500,5,155,2,0.2,1000,500,468,32,0
4182,500,5,170,6,0.2,1000,500,468,32,0
4237,500,5,175,0,0.2,1000,500,468,32,0
4281,500,5,175,4,0.2,1000,500,468,32,0
4335,500,5,175,9,0,1000,500,468,32,0
4478,500,5,185,0,0,1000,500,468,32,0
4522,500,5,185,4,0,1000,500,468,32,0
4600,500,5,190,0,0.2,1000,500,468,32,0
66,500,5,0,5,2,1000,500,469,31,0
93,500,5,0,8,0.8,1000,500,469,31,0
416,500,5,15,4,1.6,1000,500,469,31,0
439,500,5,15,6,1.8,1000,500,469,31,0
461,500,5,15,8,1.8,1000,500,469,31,0
480,500,5,15,10,1.2,1000,500,469,31,0
503,500,5,20,1,1.4,1000,500,469,31,0
548,500,5,20,5,1.6,1000,500,469,31,0
744,500,5,30,1,1.2,1000,500,469,31,0
776,500,5,30,4,1,1000,500,469,31,0
831,500,5,30,9,1,1000,500,469,31,0
875,500,5,35,2,1,1000,500,469,31,0
976,500,5,40,0,1.4,1000,500,469,31,0
1032,500,5,40,5,1.6,1000,500,469,31,0
1347,500,5,55,1,0.8,1000,500,469,31,0
1393,500,5,55,5,1.2,1000,500,469,31,0
1423,500,5,55,8,0.6,1000,500,469,31,0
1467,500,5,60,1,0.6,1000,500,469,31,0
1511,500,5,60,5,0.6,1000,500,469,31,0
1512,500,5,60,5,0.8,1000,500,469,31,0
1522,500,5,60,6,0.6,1000,500,469,31,0
1546,500,5,60,8,1,1000,500,469,31,0
1599,500,5,65,2,0.6,1000,500,469,31,0
1611,500,5,65,3,0.8,1000,500,469,31,0
1612,500,5,65,3,1,1000,500,469,31,0
1632,500,5,65,5,0.6,1000,500,469,31,0
1686,500,5,65,10,0.4,1000,500,469,31,0
1763,500,5,70,6,0.4,1000,500,469,31,0
1962,500,5,80,2,0.6,1000,500,469,31,0
2005,500,5,80,6,0.4,1000,500,469,31,0
2084,500,5,85,2,0.8,1000,500,469,31,0
2148,500,5,85,8,0.4,1000,500,469,31,0
2181,500,5,90,0,0.4,1000,500,469,31,0
2358,500,5,95,5,0.6,1000,500,469,31,0
2379,500,5,95,7,0.4,1000,500,469,31,0
2511,500,5,100,8,0.4,1000,500,469,31,0
2576,500,5,105,3,0.2,1000,500,469,31,0
2665,500,5,110,0,0.4,1000,500,469,31,0
2763,500,5,110,9,0.2,1000,500,469,31,0
2807,500,5,115,2,0.2,1000,500,469,31,0
2863,500,5,115,7,0.4,1000,500,469,31,0
2907,500,5,120,0,0.4,1000,500,469,31,0
2995,500,5,120,8,0.4,1000,500,469,31,0
3005,500,5,120,9,0.2,1000,500,469,31,0
3049,500,5,125,2,0.2,1000,500,469,31,0
3094,500,5,125,6,0.4,1000,500,469,31,0
3236,500,5,130,8,0.2,1000,500,469,31,0
3248,500,5,130,9,0.4,1000,500,469,31,0
3247,500,5,130,9,0.2,1000,500,469,31,0
3269,500,5,135,0,0.2,1000,500,469,31,0
3534,500,5,145,2,0.4,1000,500,469,31,0
3556,500,5,145,4,0.4,1000,500,469,31,0
3808,500,5,155,5,0.2,1000,500,469,31,0
3962,500,5,160,8,0.2,1000,500,469,30,1
4259,500,5,175,2,0.2,1000,500,469,31,0
4456,500,5,180,9,0,1000,500,469,30,1
4545,500,5,185,6,0.2,1000,500,469,30,1
4698,500,5,190,9,0,1000,500,469,31,0
4885,500,5,200,4,0,1000,500,469,31,0
4940,500,5,200,9,0,1000,500,469,31,0
94,500,5,0,8,1,1000,500,470,30,0
297,500,5,10,4,2,1000,500,470,30,0
350,500,5,10,9,1.6,1000,500,470,30,0
374,500,5,15,0,2,1000,500,470,30,0
494,500,5,20,0,1.8,1000,500,470,30,0
558,500,5,20,6,1.4,1000,500,470,30,0
569,500,5,20,7,1.4,1000,500,470,30,0
589,500,5,20,9,1,1000,500,470,30,0
623,500,5,25,1,1.2,1000,500,470,30,0
659,500,5,25,4,1.8,1000,500,470,30,0
667,500,5,25,5,1.2,1000,500,470,30,0
778,500,5,30,4,1.4,1000,500,470,30,0
830,500,5,30,9,0.8,1000,500,470,30,0
832,500,5,30,9,1.2,1000,500,470,30,0
897,500,5,35,4,1,1000,500,470,30,0
909,500,5,35,5,1.2,1000,500,470,30,0
910,500,5,35,5,1.4,1000,500,470,30,0
944,500,5,35,8,1.6,1000,500,470,30,0
1041,500,5,40,6,1.2,1000,500,470,30,0
1074,500,5,40,9,1.2,1000,500,470,30,0
1081,500,5,40,10,0.4,1000,500,470,30,0
1137,500,5,45,4,0.6,1000,500,470,30,0
1138,500,5,45,4,0.8,1000,500,470,30,0
1238,500,5,50,2,1,1000,500,470,30,0
1248,500,5,50,3,0.8,1000,500,470,30,0
1302,500,5,50,8,0.6,1000,500,470,30,0
1469,500,5,60,1,1,1000,500,470,30,0
1479,500,5,60,2,0.8,1000,500,470,30,0
1480,500,5,60,2,1,1000,500,470,30,0
1532,500,5,60,7,0.4,1000,500,470,30,0
1577,500,5,65,0,0.6,1000,500,470,30,0
1855,500,5,75,3,1.2,1000,500,470,30,0
2072,500,5,85,1,0.6,1000,500,470,30,0
2093,500,5,85,3,0.4,1000,500,470,30,0
2115,500,5,85,5,0.4,1000,500,470,30,0
2128,500,5,85,6,0.8,1000,500,470,30,0
2192,500,5,90,1,0.4,1000,500,470,30,0
2225,500,5,90,4,0.4,1000,500,470,30,0
2247,500,5,90,6,0.4,1000,500,470,30,0
2269,500,5,90,8,0.4,1000,500,470,30,0
2289,500,5,90,10,0,1000,500,470,30,0
2325,500,5,95,2,0.6,1000,500,470,30,0
2368,500,5,95,6,0.4,1000,500,470,30,0
2381,500,5,95,7,0.8,1000,500,470,30,0
2400,500,5,95,9,0.2,1000,500,470,30,0
2533,500,5,100,10,0.4,1000,500,470,30,0
2642,500,5,105,9,0.2,1000,500,470,30,0
2743,500,5,110,7,0.6,1000,500,470,30,0
2855,500,5,115,6,1,1000,500,470,30,0
2906,500,5,120,0,0.2,1000,500,470,30,0
3085,500,5,125,5,0.8,1000,500,470,30,0
3214,500,5,130,6,0.2,1000,500,470,30,0
3434,500,5,140,4,0.2,1000,500,470,30,0
3489,500,5,140,9,0.2,1000,500,470,30,0
3544,500,5,145,3,0.2,1000,500,470,30,0
3555,500,5,145,4,0.2,1000,500,470,30,0
3588,500,5,145,7,0.2,1000,500,470,30,0
3665,500,5,150,3,0.2,1000,500,470,30,0
3918,500,5,160,4,0.2,1000,500,470,30,0
3963,500,5,160,8,0.4,1000,500,470,30,0
3983,500,5,160,10,0,1000,500,470,30,0
3996,500,5,165,0,0.4,1000,500,470,30,0
4072,500,5,165,7,0.2,1000,500,470,30,0
4127,500,5,170,1,0.2,1000,500,470,30,0
4215,500,5,170,9,0.2,1000,500,470,30,0
4293,500,5,175,5,0.4,1000,500,470,30,0
4435,500,5,180,7,0.2,1000,500,470,30,0
4501,500,5,185,2,0.2,1000,500,470,30,0
4555,500,5,185,7,0,1000,500,470,30,0
4566,500,5,185,8,0,1000,500,470,30,0
4622,500,5,190,2,0.2,1000,500,470,30,0
4644,500,5,190,4,0.2,1000,500,470,30,0
4654,500,5,190,5,0,1000,500,470,30,0
4742,500,5,195,2,0,1000,500,470,29,1
4874,500,5,200,3,0,1000,500,470,30,0
86,500,5,0,7,1.6,1000,500,471,29,0
235,500,5,5,10,0.6,1000,500,471,29,0
253,500,5,10,0,2,1000,500,471,29,0
513,500,5,20,2,1.2,1000,500,471,29,0
523,500,5,20,3,1,1000,500,471,29,0
526,500,5,20,3,1.6,1000,500,471,29,0
560,500,5,20,6,1.8,1000,500,471,29,0
677,500,5,25,6,1,1000,500,471,29,0
757,500,5,30,2,1.6,1000,500,471,29,0
766,500,5,30,3,1.2,1000,500,471,29,0
931,500,5,35,7,1.2,1000,500,471,29,0
952,500,5,35,9,1,1000,500,471,29,0
985,500,5,40,1,1,1000,500,471,29,0
1009,500,5,40,3,1.4,1000,500,471,29,0
1106,500,5,45,1,1,1000,500,471,29,0
1117,500,5,45,2,1,1000,500,471,29,0
1128,500,5,45,3,1,1000,500,471,29,0
1204,500,5,45,10,0.8,1000,500,471,29,0
1259,500,5,50,4,0.8,1000,500,471,29,0
1263,500,5,50,4,1.6,1000,500,471,29,0
1282,500,5,50,6,1,1000,500,471,29,0
1293,500,5,50,7,1,1000,500,471,29,0
1336,500,5,55,0,0.8,1000,500,471,29,0
1369,500,5,55,3,0.8,1000,500,471,29,0
1389,500,5,55,5,0.4,1000,500,471,29,0
1401,500,5,55,6,0.6,1000,500,471,29,0
1412,500,5,55,7,0.6,1000,500,471,29,0
1426,500,5,55,8,1.2,1000,500,471,29,0
1445,500,5,55,10,0.6,1000,500,471,29,0
1654,500,5,65,7,0.6,1000,500,471,29,0
1731,500,5,70,3,0.6,1000,500,471,29,0
1797,500,5,70,9,0.6,1000,500,471,29,0
1951,500,5,80,1,0.6,1000,500,471,29,0
2139,500,5,85,7,0.8,1000,500,471,29,0
2160,500,5,85,9,0.6,1000,500,471,29,0
2258,500,5,90,7,0.4,1000,500,471,29,0
2302,500,5,95,0,0.4,1000,500,471,29,0
2577,500,5,105,3,0.4,1000,500,471,29,0
2589,500,5,105,4,0.6,1000,500,471,29,0
2664,500,5,110,0,0.2,1000,500,471,29,0
2742,500,5,110,7,0.4,1000,500,471,29,0
2820,500,5,115,3,0.6,1000,500,471,29,0
2831,500,5,115,4,0.6,1000,500,471,29,0
2972,500,5,120,6,0.2,1000,500,471,29,0
3027,500,5,125,0,0.2,1000,500,471,29,0
3105,500,5,125,7,0.4,1000,500,471,29,0
3303,500,5,135,3,0.4,1000,500,471,29,0
3347,500,5,135,7,0.4,1000,500,471,29,0
3402,500,5,140,1,0.4,1000,500,471,29,0
3404,500,5,140,1,0.8,1000,500,471,29,0
3423,500,5,140,3,0.2,1000,500,471,29,0
3589,500,5,145,7,0.4,1000,500,471,29,0
3676,500,5,150,4,0.2,1000,500,471,29,0
3765,500,5,155,1,0.4,1000,500,471,29,0
3797,500,5,155,4,0.2,1000,500,471,29,0
3841,500,5,155,8,0.2,1000,500,471,29,0
3897,500,5,160,2,0.4,1000,500,471,29,0
3973,500,5,160,9,0.2,1000,500,471,29,0
4083,500,5,165,8,0.2,1000,500,471,29,0
4138,500,5,170,2,0.2,1000,500,471,29,0
4171,500,5,170,5,0.2,1000,500,471,29,0
4193,500,5,170,7,0.2,1000,500,471,29,0
4325,500,5,175,8,0.2,1000,500,471,29,0
4369,500,5,180,1,0.2,1000,500,471,29,0
4413,500,5,180,5,0.2,1000,500,471,29,0
4610,500,5,190,1,0,1000,500,471,29,0
4643,500,5,190,4,0,1000,500,471,29,0
4775,500,5,195,5,0,1000,500,471,29,0
4797,500,5,195,7,0,1000,500,471,29,0
4808,500,5,195,8,0,1000,500,471,29,0
4852,500,5,200,1,0,1000,500,471,29,0
33,500,5,0,2,2,1000,500,472,28,0
327,500,5,10,7,1.4,1000,500,472,28,0
351,500,5,10,9,1.8,1000,500,472,28,0
418,500,5,15,4,2,1000,500,472,28,0
440,500,5,15,6,2,1000,500,472,28,0
468,500,5,15,9,1,1000,500,472,28,0
504,500,5,20,1,1.6,1000,500,472,28,0
515,500,5,20,2,1.6,1000,500,472,28,0
538,500,5,20,4,1.8,1000,500,472,28,0
571,500,5,20,7,1.8,1000,500,472,28,0
579,500,5,20,8,1.2,1000,500,472,28,0
582,500,5,20,8,1.8,1000,500,472,28,0
635,500,5,25,2,1.4,1000,500,472,28,0
710,500,5,25,9,1,1000,500,472,28,0
756,500,5,30,2,1.4,1000,500,472,28,0
921,500,5,35,6,1.4,1000,500,472,28,0
954,500,5,35,9,1.4,1000,500,472,28,0
986,500,5,40,1,1.2,1000,500,472,28,0
997,500,5,40,2,1.2,1000,500,472,28,0
1008,500,5,40,3,1.2,1000,500,472,28,0
1052,500,5,40,7,1.2,1000,500,472,28,0
1082,500,5,40,10,0.6,1000,500,472,28,0
1165,500,5,45,6,1.8,1000,500,472,28,0
1295,500,5,50,7,1.4,1000,500,472,28,0
1322,500,5,50,10,0.2,1000,500,472,28,0
1358,500,5,55,2,0.8,1000,500,472,28,0
1403,500,5,55,6,1,1000,500,472,28,0
1547,500,5,60,8,1.2,1000,500,472,28,0
1587,500,5,65,1,0.4,1000,500,472,28,0
1590,500,5,65,1,1,1000,500,472,28,0
1591,500,5,65,1,1.2,1000,500,472,28,0
1644,500,5,65,6,0.8,1000,500,472,28,0
1721,500,5,70,2,0.8,1000,500,472,28,0
1842,500,5,75,2,0.8,1000,500,472,28,0
1907,500,5,75,8,0.6,1000,500,472,28,0
2059,500,5,85,0,0.2,1000,500,472,28,0
2071,500,5,85,1,0.4,1000,500,472,28,0
2107,500,5,85,4,1,1000,500,472,28,0
2137,500,5,85,7,0.4,1000,500,472,28,0
2169,500,5,85,10,0.2,1000,500,472,28,0
2204,500,5,90,2,0.6,1000,500,472,28,0
2457,500,5,100,3,0.6,1000,500,472,28,0
2469,500,5,100,4,0.8,1000,500,472,28,0
2513,500,5,100,8,0.8,1000,500,472,28,0
2545,500,5,105,0,0.6,1000,500,472,28,0
2699,500,5,110,3,0.6,1000,500,472,28,0
2810,500,5,115,2,0.8,1000,500,472,28,0
2841,500,5,115,5,0.4,1000,500,472,28,0
2930,500,5,120,2,0.6,1000,500,472,28,0
2940,500,5,120,3,0.4,1000,500,472,28,0
2965,500,5,120,5,1,1000,500,472,28,0
2973,500,5,120,6,0.4,1000,500,472,28,0
2997,500,5,120,8,0.8,1000,500,472,28,0
3050,500,5,125,2,0.4,1000,500,472,28,0
3136,500,5,125,10,0,1000,500,472,26,2
3270,500,5,135,0,0.4,1000,500,472,28,0
3390,500,5,140,0,0.2,1000,500,472,28,0
3412,500,5,140,2,0.2,1000,500,472,28,0
3424,500,5,140,3,0.4,1000,500,472,28,0
3457,500,5,140,6,0.4,1000,500,472,28,0
3511,500,5,145,0,0.2,1000,500,472,28,0
3522,500,5,145,1,0.2,1000,500,472,28,0
3545,500,5,145,3,0.4,1000,500,472,28,0
3666,500,5,150,3,0.4,1000,500,472,28,0
3677,500,5,150,4,0.4,1000,500,472,28,0
3730,500,5,150,9,0,1000,500,472,28,0
3786,500,5,155,3,0.2,1000,500,472,28,0
3819,500,5,155,6,0.2,1000,500,472,28,0
3907,500,5,160,3,0.2,1000,500,472,28,0
3951,500,5,160,7,0.2,1000,500,472,28,0
4061,500,5,165,6,0.2,1000,500,472,28,0
4094,500,5,165,9,0.2,1000,500,472,28,0
4095,500,5,165,9,0.4,1000,500,472,28,0
4104,500,5,165,10,0,1000,500,472,28,0
4116,500,5,170,0,0.2,1000,500,472,28,0
4128,500,5,170,1,0.4,1000,500,472,28,0
4160,500,5,170,4,0.2,1000,500,472,28,0
4183,500,5,170,6,0.4,1000,500,472,28,0
4314,500,5,175,7,0.2,1000,500,472,28,0
4315,500,5,175,7,0.4,1000,500,472,28,0
4370,500,5,180,1,0.4,1000,500,472,28,0
4392,500,5,180,3,0.4,1000,500,472,28,0
4436,500,5,180,7,0.4,1000,500,472,28,0
4568,500,5,185,8,0.4,1000,500,472,28,0
4578,500,5,185,9,0.2,1000,500,472,28,0
4601,500,5,190,0,0.4,1000,500,472,28,0
4709,500,5,190,10,0,1000,500,472,28,0
4721,500,5,195,0,0.2,1000,500,472,28,0
4732,500,5,195,1,0.2,1000,500,472,28,0
4841,500,5,200,0,0,1000,500,472,28,0
55,500,5,0,4,2,1000,500,473,27,0
87,500,5,0,7,1.8,1000,500,473,27,0
111,500,5,0,10,0,1000,500,473,27,0
220,500,5,5,8,2,1000,500,473,27,0
228,500,5,5,9,1.4,1000,500,473,27,0
236,500,5,5,10,0.8,1000,500,473,27,0
406,500,5,15,3,1.8,1000,500,473,27,0
449,500,5,15,7,1.6,1000,500,473,27,0
593,500,5,20,9,1.8,1000,500,473,27,0
625,500,5,25,1,1.6,1000,500,473,27,0
734,500,5,30,0,1.4,1000,500,473,27,0
736,500,5,30,0,1.8,1000,500,473,27,0
810,500,5,30,7,1.2,1000,500,473,27,0
856,500,5,35,0,1.6,1000,500,473,27,0
876,500,5,35,2,1.2,1000,500,473,27,0
935,500,5,35,7,2,1000,500,473,27,0
975,500,5,40,0,1.2,1000,500,473,27,0
1042,500,5,40,6,1.4,1000,500,473,27,0
1051,500,5,40,7,1,1000,500,473,27,0
1096,500,5,45,0,1.2,1000,500,473,27,0
1127,500,5,45,3,0.8,1000,500,473,27,0
1152,500,5,45,5,1.4,1000,500,473,27,0
1161,500,5,45,6,1,1000,500,473,27,0
1185,500,5,45,8,1.4,1000,500,473,27,0
1228,500,5,50,1,1.2,1000,500,473,27,0
1260,500,5,50,4,1,1000,500,473,27,0
1404,500,5,55,6,1.2,1000,500,473,27,0
1435,500,5,55,9,0.8,1000,500,473,27,0
1468,500,5,60,1,0.8,1000,500,473,27,0
1481,500,5,60,2,1.2,1000,500,473,27,0
1536,500,5,60,7,1.2,1000,500,473,27,0
1621,500,5,65,4,0.6,1000,500,473,27,0
1622,500,5,65,4,0.8,1000,500,473,27,0
1634,500,5,65,5,1,1000,500,473,27,0
1710,500,5,70,1,0.8,1000,500,473,27,0
1779,500,5,70,7,1.4,1000,500,473,27,0
1841,500,5,75,2,0.6,1000,500,473,27,0
1873,500,5,75,5,0.4,1000,500,473,27,0
1875,500,5,75,5,0.8,1000,500,473,27,0
1896,500,5,75,7,0.6,1000,500,473,27,0
1985,500,5,80,4,0.8,1000,500,473,27,0
2017,500,5,80,7,0.6,1000,500,473,27,0
2039,500,5,80,9,0.6,1000,500,473,27,0
2085,500,5,85,2,1,1000,500,473,27,0
2205,500,5,90,2,0.8,1000,500,473,27,0
2218,500,5,90,3,1.2,1000,500,473,27,0
2226,500,5,90,4,0.6,1000,500,473,27,0
2314,500,5,95,1,0.6,1000,500,473,27,0
2336,500,5,95,3,0.6,1000,500,473,27,0
2347,500,5,95,4,0.6,1000,500,473,27,0
2369,500,5,95,6,0.6,1000,500,473,27,0
2401,500,5,95,9,0.4,1000,500,473,27,0
2402,500,5,95,9,0.6,1000,500,473,27,0
2445,500,5,100,2,0.4,1000,500,473,27,0
2446,500,5,100,2,0.6,1000,500,473,27,0
2512,500,5,100,8,0.6,1000,500,473,27,0
2558,500,5,105,1,1,1000,500,473,27,0
2611,500,5,105,6,0.6,1000,500,473,27,0
2666,500,5,110,0,0.6,1000,500,473,27,0
2732,500,5,110,6,0.6,1000,500,473,27,0
2808,500,5,115,2,0.4,1000,500,473,27,0
2818,500,5,115,3,0.2,1000,500,473,27,0
2830,500,5,115,4,0.4,1000,500,473,27,0
2951,500,5,120,4,0.4,1000,500,473,27,0
2963,500,5,120,5,0.6,1000,500,473,27,0
3016,500,5,120,10,0.2,1000,500,473,27,0
3084,500,5,125,5,0.6,1000,500,473,27,0
3148,500,5,130,0,0.2,1000,500,473,27,0
3204,500,5,130,5,0.4,1000,500,473,27,0
3378,500,5,135,10,0,1000,500,473,26,1
3446,500,5,140,5,0.4,1000,500,473,27,0
3479,500,5,140,8,0.4,1000,500,473,27,0
3514,500,5,145,0,0.8,1000,500,473,27,0
3523,500,5,145,1,0.4,1000,500,473,27,0
3533,500,5,145,2,0.2,1000,500,473,27,0
3644,500,5,150,1,0.4,1000,500,473,27,0
3720,500,5,150,8,0.2,1000,500,473,27,0
